name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,85.41,
Сыр LG 4124,"Сыр LG 4124, реальный товар",шт,Продукты,Товар,Товар,10.51,8476.71.100
Посудомоечная Danone 9119,"Посудомоечная Danone 9119, реальный товар",л,Бытовая техника,Товар,Товар,26.30,8456.49.100
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",час,Логистика,Услуга,Услуга,49.41,
Куртка Bosch 4465,"Куртка Bosch 4465, реальный товар",кг,Одежда,Товар,Товар,10.51,8438.13.100
Саморезы Adidas 5226,"Саморезы Adidas 5226, реальный товар",м,Материалы,Товар,Товар,10.51,8457.33.100
Джинсы Danone 5731,"Джинсы Danone 5731, реальный товар",л,Одежда,Товар,Товар,26.30,8413.36.100
Колбаса Samsung 2031,"Колбаса Samsung 2031, реальный товар",шт,Продукты,Товар,Товар,10.51,8472.99.100
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",услуга,Образование,Услуга,Услуга,49.41,
Молоко Adidas 3806,"Молоко Adidas 3806, реальный товар",м,Продукты,Товар,Товар,15.29,8490.18.100
Молоко Bosch 2199,"Молоко Bosch 2199, реальный товар",м,Продукты,Товар,Товар,26.30,8415.86.100
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,85.41,
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",услуга,Логистика,Услуга,Услуга,74.10,
Футболка Samsung 1129,"Футболка Samsung 1129, реальный товар",кг,Одежда,Товар,Товар,15.29,8422.45.100
Обучение языку Студия,"Обучение языку, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,74.10,
Кроссовки Nike 2056,"Кроссовки Nike 2056, реальный товар",шт,Обувь,Товар,Товар,14.12,8436.51.100
Молоко Bosch 9330,"Молоко Bosch 9330, реальный товар",м,Продукты,Товар,Товар,10.51,8454.49.100
Кроссовки Nike 8233,"Кроссовки Nike 8233, реальный товар",л,Обувь,Товар,Товар,14.12,8438.72.100
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,96.04,
Мебельный гарнитур модель 10,"Мебельный гарнитур, комплект мебели модель 10",компл,Мебель комплект,Набор,Набор,31.01,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",услуга,ИТ услуги,Услуга,Услуга,62.01,
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",месяц,Образование,Услуга,Услуга,74.10,
Смартфон LG 5447,"Смартфон LG 5447, реальный товар",кг,Электроника,Товар,Товар,27.51,8420.94.100
Хлеб Nike 5876,"Хлеб Nike 5876, реальный товар",шт,Продукты,Товар,Товар,14.12,8442.99.100
Куртка Nike 2376,"Куртка Nike 2376, реальный товар",шт,Одежда,Товар,Товар,10.51,8448.10.100
Косметический уход Студия,"Косметический уход, предоставляется компанией Студия",час,Красота,Услуга,Услуга,49.41,
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",час,ИТ услуги,Услуга,Услуга,74.10,
Цемент Danone 8802,"Цемент Danone 8802, реальный товар",кг,Материалы,Товар,Товар,10.51,8438.77.100
Ноутбук Danone 3283,"Ноутбук Danone 3283, реальный товар",кг,Электроника,Товар,Товар,26.30,8454.87.100
Планшет LG 3222,"Планшет LG 3222, реальный товар",кг,Электроника,Товар,Товар,27.51,8451.66.100
Мебельный гарнитур модель 53,"Мебельный гарнитур, комплект мебели модель 53",компл,Мебель комплект,Набор,Набор,31.01,
Установка окна Студия,"Установка окна, предоставляется компанией Студия",курс,Образование,Услуга,Услуга,49.41,
Колбаса Danone 2242,"Колбаса Danone 2242, реальный товар",м,Продукты,Товар,Товар,27.51,8437.98.100
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,62.01,
Саморезы Bosch 1407,"Саморезы Bosch 1407, реальный товар",м,Материалы,Товар,Товар,15.29,8461.68.100
Ботинки Adidas 4853,"Ботинки Adidas 4853, реальный товар",м,Обувь,Товар,Товар,15.29,8464.42.100
Планшет Danone 2782,"Планшет Danone 2782, реальный товар",л,Электроника,Товар,Товар,10.51,8467.15.100
Смартфон Danone 7523,"Смартфон Danone 7523, реальный товар",л,Электроника,Товар,Товар,26.30,8478.79.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",курс,ИТ услуги,Услуга,Услуга,49.41,
Рубашка Nike 3818,"Рубашка Nike 3818, реальный товар",л,Одежда,Товар,Товар,27.51,8455.85.100
Джинсы Adidas 5229,"Джинсы Adidas 5229, реальный товар",шт,Одежда,Товар,Товар,14.12,8490.19.100
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",услуга,Образование,Услуга,Услуга,62.01,
Ботинки Samsung 7403,"Ботинки Samsung 7403, реальный товар",кг,Обувь,Товар,Товар,27.51,8441.84.100
Холодильник Adidas 5933,"Холодильник Adidas 5933, реальный товар",л,Бытовая техника,Товар,Товар,10.51,8492.80.100
Обучение языку Студия,"Обучение языку, предоставляется компанией Студия",услуга,ИТ услуги,Услуга,Услуга,96.04,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,96.04,
Ремонт техники Сервис,"Ремонт техники, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,62.01,
Тренировка в фитнесе Сервис,"Тренировка в фитнесе, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,62.01,
Хлеб Nike 9236,"Хлеб Nike 9236, реальный товар",л,Продукты,Товар,Товар,10.51,8433.55.100
Колбаса Samsung 9597,"Колбаса Samsung 9597, реальный товар",шт,Продукты,Товар,Товар,27.51,8427.55.100
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,74.10,
Цемент Bosch 6918,"Цемент Bosch 6918, реальный товар",л,Материалы,Товар,Товар,10.51,8444.74.100
Футболка Adidas 7209,"Футболка Adidas 7209, реальный товар",кг,Одежда,Товар,Товар,15.29,8444.29.100
Установка окна Центр,"Установка окна, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,74.10,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",час,Образование,Услуга,Услуга,74.10,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",час,Образование,Услуга,Услуга,74.10,
Футболка Danone 8598,"Футболка Danone 8598, реальный товар",м,Одежда,Товар,Товар,26.30,8416.86.100
Планшет LG 5503,"Планшет LG 5503, реальный товар",кг,Электроника,Товар,Товар,14.12,8497.50.100
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,49.41,
Установка окна Студия,"Установка окна, предоставляется компанией Студия",месяц,Образование,Услуга,Услуга,49.41,
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,96.04,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",курс,Образование,Услуга,Услуга,49.41,
Установка окна Студия,"Установка окна, предоставляется компанией Студия",месяц,Логистика,Услуга,Услуга,96.04,
Джинсы Nike 6290,"Джинсы Nike 6290, реальный товар",кг,Одежда,Товар,Товар,27.51,8443.95.100
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,85.41,
Стиральная машина Bosch 5763,"Стиральная машина Bosch 5763, реальный товар",кг,Бытовая техника,Товар,Товар,27.51,8424.38.100
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,49.41,
Джинсы Adidas 5328,"Джинсы Adidas 5328, реальный товар",л,Одежда,Товар,Товар,26.30,8481.95.100
Ремонт техники Сервис,"Ремонт техники, предоставляется компанией Сервис",курс,Образование,Услуга,Услуга,74.10,
Колбаса Bosch 6865,"Колбаса Bosch 6865, реальный товар",шт,Продукты,Товар,Товар,14.12,8422.20.100
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",курс,ИТ услуги,Услуга,Услуга,85.41,
Колбаса LG 9115,"Колбаса LG 9115, реальный товар",м,Продукты,Товар,Товар,14.12,8473.46.100
Установка окна Центр,"Установка окна, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,96.04,
Кроссовки Nike 7300,"Кроссовки Nike 7300, реальный товар",м,Обувь,Товар,Товар,27.51,8410.62.100
Стиральная машина Danone 5804,"Стиральная машина Danone 5804, реальный товар",кг,Бытовая техника,Товар,Товар,26.30,8426.53.100
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,96.04,
Установка окна Студия,"Установка окна, предоставляется компанией Студия",час,ИТ услуги,Услуга,Услуга,85.41,
Джинсы Samsung 4803,"Джинсы Samsung 4803, реальный товар",шт,Одежда,Товар,Товар,26.30,8440.83.100
Сыр LG 3013,"Сыр LG 3013, реальный товар",м,Продукты,Товар,Товар,26.30,8452.24.100
Уборка помещения Студия,"Уборка помещения, предоставляется компанией Студия",курс,Логистика,Услуга,Услуга,62.01,
Холодильник Nike 6173,"Холодильник Nike 6173, реальный товар",м,Бытовая техника,Товар,Товар,14.12,8491.88.100
Саморезы Samsung 7905,"Саморезы Samsung 7905, реальный товар",кг,Материалы,Товар,Товар,26.30,8453.59.100
Стиральная машина LG 5687,"Стиральная машина LG 5687, реальный товар",л,Бытовая техника,Товар,Товар,26.30,8446.58.100
Джинсы LG 2510,"Джинсы LG 2510, реальный товар",м,Одежда,Товар,Товар,27.51,8447.39.100
Стиральная машина Samsung 4906,"Стиральная машина Samsung 4906, реальный товар",л,Бытовая техника,Товар,Товар,27.51,8436.83.100
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,85.41,
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",услуга,Образование,Услуга,Услуга,96.04,
Краска Bosch 9104,"Краска Bosch 9104, реальный товар",л,Материалы,Товар,Товар,26.30,8485.21.100
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",услуга,Образование,Услуга,Услуга,74.10,
Консультация адвоката ПРО,"Консультация адвоката, предоставляется компанией ПРО",час,Логистика,Услуга,Услуга,74.10,
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,85.41,
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",месяц,Образование,Услуга,Услуга,49.41,
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,74.10,
Посудомоечная LG 7928,"Посудомоечная LG 7928, реальный товар",шт,Бытовая техника,Товар,Товар,10.51,8447.17.100
Монитор Nike 8385,"Монитор Nike 8385, реальный товар",кг,Электроника,Товар,Товар,27.51,8455.80.100
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",час,Красота,Услуга,Услуга,49.41,
Рубашка Danone 9456,"Рубашка Danone 9456, реальный товар",шт,Одежда,Товар,Товар,10.51,8419.89.100
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",час,Логистика,Услуга,Услуга,74.10,
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",курс,ИТ услуги,Услуга,Услуга,74.10,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",курс,ИТ услуги,Услуга,Услуга,49.41,
Цемент Samsung 3085,"Цемент Samsung 3085, реальный товар",м,Материалы,Товар,Товар,15.29,8445.84.100
Куртка Nike 9408,"Куртка Nike 9408, реальный товар",м,Одежда,Товар,Товар,26.30,8461.83.100
Планшет Samsung 6539,"Планшет Samsung 6539, реальный товар",м,Электроника,Товар,Товар,26.30,8440.20.100
Краска Nike 7527,"Краска Nike 7527, реальный товар",шт,Материалы,Товар,Товар,14.12,8458.35.100
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",месяц,ИТ услуги,Услуга,Услуга,74.10,
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",услуга,Красота,Услуга,Услуга,96.04,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,85.41,
Установка окна Центр,"Установка окна, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,85.41,
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",час,Красота,Услуга,Услуга,62.01,
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",час,ИТ услуги,Услуга,Услуга,85.41,
Консультация адвоката ПРО,"Консультация адвоката, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,62.01,
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,74.10,
Колбаса LG 1033,"Колбаса LG 1033, реальный товар",шт,Продукты,Товар,Товар,27.51,8413.28.100
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",услуга,Красота,Услуга,Услуга,49.41,
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",курс,Логистика,Услуга,Услуга,62.01,
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",час,ИТ услуги,Услуга,Услуга,49.41,
Уборка помещения Центр,"Уборка помещения, предоставляется компанией Центр",час,Красота,Услуга,Услуга,74.10,
Краска Danone 2221,"Краска Danone 2221, реальный товар",м,Материалы,Товар,Товар,27.51,8476.81.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",час,ИТ услуги,Услуга,Услуга,85.41,
Краска Danone 7555,"Краска Danone 7555, реальный товар",шт,Материалы,Товар,Товар,14.12,8468.52.100
Доставка товаров Студия,"Доставка товаров, предоставляется компанией Студия",месяц,Логистика,Услуга,Услуга,85.41,
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,85.41,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",час,Логистика,Услуга,Услуга,96.04,
Установка окна Центр,"Установка окна, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,85.41,
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",услуга,Логистика,Услуга,Услуга,49.41,
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,96.04,
Футболка Nike 8654,"Футболка Nike 8654, реальный товар",кг,Одежда,Товар,Товар,10.51,8446.78.100
Доставка товаров Сервис,"Доставка товаров, предоставляется компанией Сервис",час,Логистика,Услуга,Услуга,96.04,
Футболка LG 3427,"Футболка LG 3427, реальный товар",м,Одежда,Товар,Товар,15.29,8475.16.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",услуга,Красота,Услуга,Услуга,85.41,
Доставка товаров Студия,"Доставка товаров, предоставляется компанией Студия",услуга,Логистика,Услуга,Услуга,62.01,
Ящик картонный размер 21,Ящик картонный упаковочный размер 21,шт,Тара производственная,Тара,Тара,16.23,
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,85.41,
Молоко Adidas 8161,"Молоко Adidas 8161, реальный товар",м,Продукты,Товар,Товар,26.30,8417.53.100
Саморезы Samsung 1730,"Саморезы Samsung 1730, реальный товар",кг,Материалы,Товар,Товар,26.30,8421.86.100
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",курс,Образование,Услуга,Услуга,62.01,
Куртка LG 4428,"Куртка LG 4428, реальный товар",шт,Одежда,Товар,Товар,14.12,8414.70.100
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,49.41,
Куртка Nike 9454,"Куртка Nike 9454, реальный товар",м,Одежда,Товар,Товар,14.12,8459.56.100
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",месяц,Красота,Услуга,Услуга,62.01,
Разработка веб-сайта Студия,"Разработка веб-сайта, предоставляется компанией Студия",час,Логистика,Услуга,Услуга,49.41,
Разработка веб-сайта Студия,"Разработка веб-сайта, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,96.04,
Кроссовки LG 4310,"Кроссовки LG 4310, реальный товар",л,Обувь,Товар,Товар,14.12,8472.21.100
Смартфон LG 7055,"Смартфон LG 7055, реальный товар",л,Электроника,Товар,Товар,27.51,8490.82.100
Графический дизайн Сервис,"Графический дизайн, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,62.01,
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,96.04,
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",месяц,Логистика,Услуга,Услуга,49.41,
Футболка Adidas 5555,"Футболка Adidas 5555, реальный товар",л,Одежда,Товар,Товар,15.29,8469.80.100
Молоко Bosch 5254,"Молоко Bosch 5254, реальный товар",кг,Продукты,Товар,Товар,14.12,8447.82.100
Краска Samsung 8127,"Краска Samsung 8127, реальный товар",л,Материалы,Товар,Товар,27.51,8464.53.100
Ремонт техники Сервис,"Ремонт техники, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,62.01,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,96.04,
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,96.04,
Смартфон LG 4469,"Смартфон LG 4469, реальный товар",м,Электроника,Товар,Товар,26.30,8482.19.100
Ботинки Bosch 6680,"Ботинки Bosch 6680, реальный товар",л,Обувь,Товар,Товар,14.12,8468.40.100
Футболка LG 9397,"Футболка LG 9397, реальный товар",кг,Одежда,Товар,Товар,15.29,8484.49.100
Куртка LG 6784,"Куртка LG 6784, реальный товар",шт,Одежда,Товар,Товар,10.51,8475.40.100
Куртка LG 4629,"Куртка LG 4629, реальный товар",м,Одежда,Товар,Товар,27.51,8480.17.100
Ремонт техники ПРО,"Ремонт техники, предоставляется компанией ПРО",час,Красота,Услуга,Услуга,96.04,
Хлеб Samsung 6655,"Хлеб Samsung 6655, реальный товар",м,Продукты,Товар,Товар,27.51,8470.56.100
Стиральная машина Adidas 8945,"Стиральная машина Adidas 8945, реальный товар",л,Бытовая техника,Товар,Товар,27.51,8462.48.100
Разработка веб-сайта Студия,"Разработка веб-сайта, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,85.41,
Куртка LG 3326,"Куртка LG 3326, реальный товар",шт,Одежда,Товар,Товар,15.29,8484.73.100
Стиральная машина Danone 5125,"Стиральная машина Danone 5125, реальный товар",л,Бытовая техника,Товар,Товар,10.51,8489.36.100
Краска Danone 7756,"Краска Danone 7756, реальный товар",л,Материалы,Товар,Товар,27.51,8426.21.100
Ремонт техники Студия,"Ремонт техники, предоставляется компанией Студия",месяц,Красота,Услуга,Услуга,96.04,
Колбаса LG 2213,"Колбаса LG 2213, реальный товар",шт,Продукты,Товар,Товар,15.29,8495.23.100
Рубашка Nike 7378,"Рубашка Nike 7378, реальный товар",л,Одежда,Товар,Товар,14.12,8485.83.100
Монитор Samsung 9957,"Монитор Samsung 9957, реальный товар",кг,Электроника,Товар,Товар,26.30,8425.24.100
Футболка LG 6028,"Футболка LG 6028, реальный товар",шт,Одежда,Товар,Товар,26.30,8425.37.100
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",месяц,Логистика,Услуга,Услуга,74.10,
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",час,Красота,Услуга,Услуга,96.04,
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,62.01,
Смартфон Danone 3040,"Смартфон Danone 3040, реальный товар",м,Электроника,Товар,Товар,27.51,8426.98.100
Ноутбук Nike 9530,"Ноутбук Nike 9530, реальный товар",м,Электроника,Товар,Товар,10.51,8484.55.100
Обучение языку Центр,"Обучение языку, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,62.01,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",месяц,ИТ услуги,Услуга,Услуга,74.10,
Установка окна Студия,"Установка окна, предоставляется компанией Студия",месяц,ИТ услуги,Услуга,Услуга,49.41,
Сыр LG 6359,"Сыр LG 6359, реальный товар",шт,Продукты,Товар,Товар,26.30,8474.16.100
Хлеб LG 7051,"Хлеб LG 7051, реальный товар",л,Продукты,Товар,Товар,14.12,8420.49.100
Хлеб Samsung 6690,"Хлеб Samsung 6690, реальный товар",шт,Продукты,Товар,Товар,14.12,8485.17.100
Саморезы Bosch 1348,"Саморезы Bosch 1348, реальный товар",л,Материалы,Товар,Товар,14.12,8424.95.100
Колбаса Danone 1602,"Колбаса Danone 1602, реальный товар",шт,Продукты,Товар,Товар,10.51,8457.85.100
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,96.04,
Хлеб Nike 8261,"Хлеб Nike 8261, реальный товар",кг,Продукты,Товар,Товар,14.12,8415.21.100
Кроссовки LG 8007,"Кроссовки LG 8007, реальный товар",м,Обувь,Товар,Товар,14.12,8490.81.100
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",услуга,Красота,Услуга,Услуга,74.10,
Холодильник Bosch 9343,"Холодильник Bosch 9343, реальный товар",кг,Бытовая техника,Товар,Товар,15.29,8468.24.100
Планшет Bosch 2592,"Планшет Bosch 2592, реальный товар",л,Электроника,Товар,Товар,27.51,8457.49.100
Краска Adidas 1589,"Краска Adidas 1589, реальный товар",м,Материалы,Товар,Товар,10.51,8478.94.100
Доставка товаров Сервис,"Доставка товаров, предоставляется компанией Сервис",курс,Красота,Услуга,Услуга,62.01,
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,74.10,
Куртка LG 5254,"Куртка LG 5254, реальный товар",кг,Одежда,Товар,Товар,27.51,8498.14.100
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,49.41,
Ноутбук Bosch 1580,"Ноутбук Bosch 1580, реальный товар",кг,Электроника,Товар,Товар,10.51,8483.68.100
Ремонт техники ПРО,"Ремонт техники, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,74.10,
Рубашка Adidas 1993,"Рубашка Adidas 1993, реальный товар",кг,Одежда,Товар,Товар,26.30,8430.10.100
Сыр Samsung 2826,"Сыр Samsung 2826, реальный товар",л,Продукты,Товар,Товар,14.12,8480.58.100
Футболка Samsung 3966,"Футболка Samsung 3966, реальный товар",кг,Одежда,Товар,Товар,14.12,8431.17.100
Ботинки Samsung 8731,"Ботинки Samsung 8731, реальный товар",м,Обувь,Товар,Товар,26.30,8421.93.100
Тренировка в фитнесе Сервис,"Тренировка в фитнесе, предоставляется компанией Сервис",курс,ИТ услуги,Услуга,Услуга,49.41,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,62.01,
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,96.04,
Мебельный гарнитур модель 21,"Мебельный гарнитур, комплект мебели модель 21",компл,Мебель комплект,Набор,Набор,31.01,
Разработка веб-сайта Студия,"Разработка веб-сайта, предоставляется компанией Студия",месяц,Логистика,Услуга,Услуга,49.41,
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,96.04,
Куртка Nike 3824,"Куртка Nike 3824, реальный товар",кг,Одежда,Товар,Товар,27.51,8467.19.100
Ящик картонный размер 45,Ящик картонный упаковочный размер 45,шт,Тара производственная,Тара,Тара,16.23,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",месяц,ИТ услуги,Услуга,Услуга,96.04,
Монитор Samsung 9609,"Монитор Samsung 9609, реальный товар",шт,Электроника,Товар,Товар,26.30,8417.16.100
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,85.41,
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,85.41,
Куртка Bosch 9898,"Куртка Bosch 9898, реальный товар",л,Одежда,Товар,Товар,10.51,8464.95.100
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",час,Логистика,Услуга,Услуга,96.04,
Графический дизайн Сервис,"Графический дизайн, предоставляется компанией Сервис",курс,Красота,Услуга,Услуга,49.41,
Рубашка Bosch 8765,"Рубашка Bosch 8765, реальный товар",л,Одежда,Товар,Товар,15.29,8426.60.100
Сыр Samsung 7351,"Сыр Samsung 7351, реальный товар",шт,Продукты,Товар,Товар,10.51,8486.47.100
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",курс,ИТ услуги,Услуга,Услуга,49.41,
Косметический уход Студия,"Косметический уход, предоставляется компанией Студия",услуга,Образование,Услуга,Услуга,62.01,
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",услуга,Красота,Услуга,Услуга,49.41,
Кроссовки Samsung 4010,"Кроссовки Samsung 4010, реальный товар",шт,Обувь,Товар,Товар,14.12,8445.30.100
Рубашка Nike 8897,"Рубашка Nike 8897, реальный товар",шт,Одежда,Товар,Товар,26.30,8421.97.100
Саморезы LG 8372,"Саморезы LG 8372, реальный товар",шт,Материалы,Товар,Товар,26.30,8443.76.100
Холодильник Adidas 7822,"Холодильник Adidas 7822, реальный товар",л,Бытовая техника,Товар,Товар,27.51,8446.32.100
Колбаса Nike 8177,"Колбаса Nike 8177, реальный товар",шт,Продукты,Товар,Товар,27.51,8472.36.100
Холодильник Samsung 1003,"Холодильник Samsung 1003, реальный товар",шт,Бытовая техника,Товар,Товар,27.51,8423.15.100
Доставка товаров Сервис,"Доставка товаров, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,62.01,
Краска LG 3536,"Краска LG 3536, реальный товар",шт,Материалы,Товар,Товар,14.12,8444.88.100
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",месяц,Логистика,Услуга,Услуга,62.01,
Планшет Danone 2626,"Планшет Danone 2626, реальный товар",кг,Электроника,Товар,Товар,14.12,8422.14.100
Монитор Bosch 4668,"Монитор Bosch 4668, реальный товар",кг,Электроника,Товар,Товар,14.12,8457.81.100
Ремонт техники ПРО,"Ремонт техники, предоставляется компанией ПРО",месяц,ИТ услуги,Услуга,Услуга,62.01,
Посудомоечная Samsung 6288,"Посудомоечная Samsung 6288, реальный товар",шт,Бытовая техника,Товар,Товар,26.30,8481.10.100
Ящик картонный размер 28,Ящик картонный упаковочный размер 28,шт,Тара производственная,Тара,Тара,16.23,
Посудомоечная Danone 4674,"Посудомоечная Danone 4674, реальный товар",шт,Бытовая техника,Товар,Товар,27.51,8459.83.100
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,49.41,
Уборка помещения Студия,"Уборка помещения, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,49.41,
Разработка веб-сайта ПРО,"Разработка веб-сайта, предоставляется компанией ПРО",курс,ИТ услуги,Услуга,Услуга,49.41,
Тренировка в фитнесе Сервис,"Тренировка в фитнесе, предоставляется компанией Сервис",услуга,Образование,Услуга,Услуга,62.01,
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",услуга,Логистика,Услуга,Услуга,96.04,
Установка окна Центр,"Установка окна, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,85.41,
Посудомоечная Adidas 5863,"Посудомоечная Adidas 5863, реальный товар",кг,Бытовая техника,Товар,Товар,27.51,8413.88.100
